time,confidence,label
2023-02-08-15-57-08,0.4027034044265747,Rail Transport
2023-02-08-15-56-58,0.9708539247512817,Sewing Machine
2023-02-08-15-57-06,0.2844002842903137,Railroad Car
2023-02-08-15-56-47,0.3420571982860565,Rail Transport
2023-02-08-15-57-05,0.4210234582424164,Railroad Car
2023-02-08-15-57-04,0.46900373697280884,Rail Transport
2023-02-08-15-57-01,0.018457842990756035,Sewing Machine
2023-02-08-15-56-44,0.5810473561286926,Rail Transport
2023-02-08-15-56-56,0.1484924852848053,Power Tool
2023-02-08-15-56-58,0.8755980134010315,Sewing Machine
2023-02-08-15-56-58,0.020444294437766075,Hedge Trimmer
2023-02-08-15-56-50,0.11658062040805817,Power Tool
2023-02-08-15-56-52,0.045086294412612915,Sewing Machine
2023-02-08-15-56-49,0.23051367700099945,Power Tool
2023-02-08-15-57-08,0.21417111158370972,Train
2023-02-08-15-56-59,0.008011600002646446,Sewing Machine
2023-02-08-15-56-50,0.006866443436592817,Train
2023-02-08-15-56-51,0.044910039752721786,Sewing Machine
2023-02-08-15-57-08,0.20877623558044434,Railroad Car
2023-02-08-15-56-52,0.13814441859722137,Power Tool
2023-02-08-15-57-09,0.21086247265338898,Railroad Car
2023-02-08-15-57-07,0.23595207929611206,Railroad Car
2023-02-08-15-57-05,0.3098473846912384,Railroad Car
2023-02-08-15-56-52,0.00415971502661705,Train
2023-02-08-15-57-04,0.38209691643714905,Train
2023-02-08-15-57-06,0.3948116898536682,Railroad Car
2023-02-08-15-56-58,0.02727190963923931,Sewing Machine
2023-02-08-15-56-44,0.4485130310058594,Train
2023-02-08-15-56-44,0.5305324196815491,Train
2023-02-08-15-56-52,0.00690902816131711,Rail Transport
2023-02-08-15-57-07,0.18683776259422302,Railroad Car
2023-02-08-15-57-07,0.20167051255702972,Train
2023-02-08-15-57-05,0.3516954183578491,Train
2023-02-08-15-56-44,0.5920095443725586,Rail Transport
2023-02-08-15-57-08,0.17566058039665222,Railroad Car
2023-02-08-15-56-53,0.2308642417192459,Power Tool
2023-02-08-15-57-02,0.4826624393463135,Rail Transport
2023-02-08-15-56-49,0.000945980369579047,Rail Transport
2023-02-08-15-56-55,0.08579296618700027,Power Tool
2023-02-08-15-56-50,0.02343270741403103,Sewing Machine
2023-02-08-15-56-47,0.4106239974498749,Rail Transport
2023-02-08-15-56-52,0.0063172196969389915,Train
2023-02-08-15-56-49,0.003728715004399419,Rail Transport
2023-02-08-15-57-03,0.38471806049346924,Rail Transport
2023-02-08-15-57-01,0.01912541314959526,Sewing Machine
2023-02-08-15-56-59,0.002744858618825674,Sewing Machine
2023-02-08-15-56-55,0.08798222243785858,Power Tool
2023-02-08-15-56-46,0.31456440687179565,Train
2023-02-08-15-56-50,0.004963171202689409,Train
2023-02-08-15-57-07,0.13980866968631744,Railroad Car
2023-02-08-15-56-49,0.21537567675113678,Power Tool
2023-02-08-15-56-45,0.5565767288208008,Train
2023-02-08-15-56-50,0.012331272475421429,Train
2023-02-08-15-57-00,0.01253232080489397,Sewing Machine
2023-02-08-15-57-05,0.5057931542396545,Rail Transport
2023-02-08-15-57-07,0.33064940571784973,Rail Transport
2023-02-08-15-56-55,0.1119677722454071,Hedge Trimmer
2023-02-08-15-56-55,0.13436155021190643,Power Tool
2023-02-08-15-56-48,0.020828718319535255,Rail Transport
2023-02-08-15-56-45,0.5122979283332825,Train
2023-02-08-15-56-59,0.00242205080576241,Hedge Trimmer
2023-02-08-15-57-09,0.33274269104003906,Train
2023-02-08-15-57-09,0.297140508890152,Railroad Car
2023-02-08-15-57-07,0.35430699586868286,Rail Transport
2023-02-08-15-56-46,0.3530493676662445,Rail Transport
2023-02-08-15-57-01,0.01814085990190506,Sewing Machine
2023-02-08-15-56-48,0.025508031249046326,Train
2023-02-08-15-56-56,0.31616637110710144,Hedge Trimmer
2023-02-08-15-56-54,0.32901933789253235,Hedge Trimmer
2023-02-08-15-56-51,0.004514564760029316,Rail Transport
2023-02-08-15-56-54,0.1838127225637436,Power Tool
2023-02-08-15-57-04,0.2765219211578369,Railroad Car
2023-02-08-15-56-59,0.0012186957756057382,Hedge Trimmer
2023-02-08-15-56-53,0.04873710870742798,Sewing Machine
2023-02-08-15-57-05,0.27738478779792786,Railroad Car
2023-02-08-15-56-48,0.0055398098193109035,Rail Transport
2023-02-08-15-56-46,0.3373289108276367,Rail Transport
2023-02-08-15-56-51,0.04630238935351372,Sewing Machine
2023-02-08-15-57-06,0.4432610273361206,Railroad Car
2023-02-08-15-56-43,0.4784848988056183,Rail Transport
2023-02-08-15-56-53,0.29377394914627075,Power Tool
2023-02-08-15-57-09,0.3332834243774414,Rail Transport
2023-02-08-15-57-04,0.5455186367034912,Rail Transport
2023-02-08-15-57-06,0.27684900164604187,Train
2023-02-08-15-56-59,0.006225285120308399,Sewing Machine
2023-02-08-15-56-48,0.004447334911674261,Rail Transport
2023-02-08-15-57-06,0.44734659790992737,Train
2023-02-08-15-57-06,0.6353293657302856,Rail Transport
2023-02-08-15-56-51,0.005434940569102764,Train
2023-02-08-15-56-59,0.002915640128776431,Hedge Trimmer
2023-02-08-15-56-47,0.384240984916687,Rail Transport
2023-02-08-15-57-06,0.29489564895629883,Rail Transport
2023-02-08-15-57-08,0.2547100782394409,Railroad Car
2023-02-08-15-56-49,0.20453998446464539,Power Tool
2023-02-08-15-56-53,0.2294733077287674,Power Tool
2023-02-08-15-56-58,0.9915305376052856,Sewing Machine
2023-02-08-15-57-06,0.6132054924964905,Rail Transport
2023-02-08-15-56-46,0.3488750755786896,Rail Transport
2023-02-08-15-57-02,0.6037357449531555,Rail Transport
2023-02-08-15-56-54,0.1626299023628235,Power Tool
2023-02-08-15-56-51,0.005451030097901821,Rail Transport
2023-02-08-15-57-08,0.3219177722930908,Rail Transport
2023-02-08-15-57-08,0.28465741872787476,Rail Transport
2023-02-08-15-56-54,0.14616520702838898,Power Tool
2023-02-08-15-56-53,0.010098215192556381,Sewing Machine
2023-02-08-15-56-45,0.6233927607536316,Rail Transport
2023-02-08-15-56-57,0.1903078854084015,Power Tool
2023-02-08-15-56-47,0.24625039100646973,Train
2023-02-08-15-57-00,0.008193829096853733,Sewing Machine
2023-02-08-15-57-04,0.30816084146499634,Train
2023-02-08-15-57-09,0.3978864848613739,Rail Transport
2023-02-08-15-56-58,0.002002527005970478,Hedge Trimmer
2023-02-08-15-56-51,0.005815400741994381,Rail Transport
2023-02-08-15-56-57,0.1151123121380806,Hedge Trimmer
2023-02-08-15-56-49,0.0023569355253130198,Rail Transport
2023-02-08-15-57-02,0.016901034861803055,Sewing Machine
2023-02-08-15-57-01,0.2539750039577484,Rail Transport
2023-02-08-15-56-52,0.03556329011917114,Sewing Machine
2023-02-08-15-56-49,0.02378907985985279,Sewing Machine
2023-02-08-15-56-56,0.25969281792640686,Hedge Trimmer
2023-02-08-15-56-46,0.54843670129776,Rail Transport
2023-02-08-15-56-51,0.00828547589480877,Rail Transport
2023-02-08-15-57-00,0.4854345917701721,Rail Transport
2023-02-08-15-57-06,0.24797122180461884,Train
2023-02-08-15-56-55,0.09847933053970337,Power Tool
2023-02-08-15-56-43,0.6126004457473755,Rail Transport
2023-02-08-15-57-07,0.17321991920471191,Railroad Car
2023-02-08-15-56-59,0.00910540297627449,Sewing Machine
2023-02-08-15-56-44,0.5457366704940796,Rail Transport
2023-02-08-15-57-06,0.3359536826610565,Train
2023-02-08-15-56-51,0.03268490359187126,Sewing Machine
2023-02-08-15-56-55,0.2854665517807007,Hedge Trimmer
2023-02-08-15-56-50,0.0891299843788147,Power Tool
2023-02-08-15-56-50,0.16153821349143982,Power Tool
2023-02-08-15-56-50,0.05564286559820175,Sewing Machine
2023-02-08-15-56-49,0.22012196481227875,Power Tool
2023-02-08-15-57-03,0.47510799765586853,Railroad Car
